variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03180573771762014,0.0012194012197714404,26.0830784830457,1.143694439594842e-46,fe0215_god2,~minmax_year,12,28742,28742,0.14321071497822202,0.14015919407762423,0.12084257780222696,0.12081187989300535,le5_panelsize10-fixed,fe0215_god2~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.030200301067773647,0.0010693701200348638,28.241205268377097,9.72807623985591e-50,fe0215_le,~minmax_year,12,28742,28742,0.1295377899582566,0.12640706827258374,0.11048857775776899,0.11042645670027595,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.0037271029370704624,0.0071308073337367954,0.5226761518905502,0.6023442983226839,fe0215_le,~minmax_year,12,28742,28742,0.1295377899582566,0.12640706827258374,0.11048857775776899,0.11042645670027595,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.018662298639883286,0.0025294716480615763,7.377943395485325,4.6151421126171174e-11,fe0215_le,~minmax_year,12,28742,28742,0.024404374304195287,0.020929715488560263,0.0030544203586293506,0.0030196095908078258,le5_panelsize10-fixed,fe0215_le~before1994 | minmax_year
maxmfg,0.02547331057720232,0.0029202327053146062,8.72304132846769,5.76707684779807e-14,fe0215_le,~minmax_year,12,28742,28742,0.027867321922424693,0.0244049966609311,0.006593151190946278,0.006558463986476526,le5_panelsize10-fixed,fe0215_le~maxmfg | minmax_year
ln_emp_mean_0215,0.026272044484252098,0.0016872269227744775,15.571138730438419,1.345993287960749e-28,fe0215_le,~minmax_year,12,28742,28742,0.2250363330657259,0.22219476353687762,0.2080770128691708,0.20796639365040692,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08187911419504328,0.012589944085341764,6.503532790933805,3.037649293833283e-9,fe0215_le,~minmax_year,12,28742,28742,0.2250363330657259,0.22219476353687762,0.2080770128691708,0.20796639365040692,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0020131750659233352,0.0020939419840722362,0.9614282923007123,0.3386329621652163,fe0215_le,~minmax_year,12,28742,28742,0.2250363330657259,0.22219476353687762,0.2080770128691708,0.20796639365040692,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.017158455918978452,0.0018143088135374127,9.457296239179973,1.4078829518607974e-15,fe0215_le,~minmax_year,12,28742,28742,0.2250363330657259,0.22219476353687762,0.2080770128691708,0.20796639365040692,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.029699295075432824,0.0010026751165275328,29.62005796881397,1.31886215293164e-51,fe0215_le,~minmax_year,12,28742,28742,0.1310267763408458,0.1278405007267862,0.11201014914776963,0.11188611089510136,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.012921543041097789,0.00510349875678826,2.531898929907762,0.012885539655452945,fe0215_le,~minmax_year,12,28742,28742,0.1310267763408458,0.1278405007267862,0.11201014914776963,0.11188611089510136,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0021966920419789794,0.0023150286979616483,-0.9488832876729075,0.34494492047316394,fe0215_le,~minmax_year,12,28742,28742,0.1310267763408458,0.1278405007267862,0.11201014914776963,0.11188611089510136,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.0062893060170053465,0.0017356161445121565,3.6236733778327075,4.5672725560067326e-4,fe0215_le,~minmax_year,12,28742,28742,0.1310267763408458,0.1278405007267862,0.11201014914776963,0.11188611089510136,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.029959590808994366,9.143252450716184e-4,32.76688571214902,1.2744745899738423e-55,fe0215_le,~minmax_year,12,28742,28742,0.13006337738964469,0.12687356926790672,0.11102566715488849,0.11090149138552896,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.0038012367454265724,0.00688792235999571,0.5518698595535476,0.5822565677450358,fe0215_le,~minmax_year,12,28742,28742,0.13006337738964469,0.12687356926790672,0.11102566715488849,0.11090149138552896,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0026245261250391764,0.002404834618829684,-1.091354101645628,0.27771373511210556,fe0215_le,~minmax_year,12,28742,28742,0.13006337738964469,0.12687356926790672,0.11102566715488849,0.11090149138552896,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.007137490637076617,0.0014862255213927663,4.802427716614607,5.450718692834326e-6,fe0215_le,~minmax_year,12,28742,28742,0.13006337738964469,0.12687356926790672,0.11102566715488849,0.11090149138552896,le5_panelsize10-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_ma3,0.02507031841588984,9.442868679371609e-4,26.54947269430648,1.3258621338052928e-10,fe0215_god2,~siren+an,12,15441,93752,0.12971343840140526,0.129611313884896,0.12830483911905122,0.12829554004543398,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3 | an
ln_emp_ma3,-0.06843480063560631,0.004273537654772889,-16.013618262886975,1.8622643833125053e-8,fe0215_god2,~siren+an,12,15441,93752,0.25251907301635346,0.2524233842302154,0.2513092403660727,0.2512932664222578,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.08836592656557057,0.003975911232500909,22.225326824006345,7.633435188419154e-10,fe0215_god2,~siren+an,12,15441,93752,0.25251907301635346,0.2524233842302154,0.2513092403660727,0.2512932664222578,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.019931125929960755,8.755537601125505e-4,22.76402299659892,6.033369804248291e-10,fe0215_god2,~siren+an,12,15441,93752,0.25251907301635346,0.2524233842302154,0.2513092403660727,0.2512932664222578,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.08836592656560502,0.003975911232502379,22.22532682400679,7.633435188417661e-10,fe0215_god2,~siren+an,12,15441,93752,0.25251907301635346,0.2524233842302154,0.2513092403660727,0.2512932664222578,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.02097213988936232,9.047223487923759e-4,23.180747018525572,5.047999896118426e-10,fe0215_god2,~siren+an,12,15441,93752,0.23774433004057371,0.23764674986541168,0.23651058378152212,0.23649429409598632,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09031099792026438,0.004355043090384957,20.73710777274571,1.5061018797767734e-9,fe0215_god2,~siren+an,12,15441,93752,0.23774433004057371,0.23764674986541168,0.23651058378152212,0.23649429409598632,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.025020761027492452,9.507124107193526e-4,26.317907229758994,1.4456117830802687e-10,fe0215_god2,~siren+an,12,15441,93752,0.13032781260315152,0.1302164815003154,0.12892020771402124,0.12890162249778714,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.011687966428581397,0.0051742507035089785,2.2588713029801717,0.04745938689430768,fe0215_god2,~siren+an,12,15441,93752,0.13032781260315152,0.1302164815003154,0.12892020771402124,0.12890162249778714,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.025332418403733528,9.312934761053381e-4,27.201327029234115,1.0434595913705776e-10,fe0215_god2,~siren+an,12,15441,93752,0.13237016229617016,0.13225909264477165,0.13096586304502023,0.13094732147455435,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.04405153900640081,0.010700201710070082,4.116888653131034,0.002087442238378172,fe0215_god2,~siren+an,12,15441,93752,0.13237016229617016,0.13225909264477165,0.13096586304502023,0.13094732147455435,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.023506088030555674,0.00285584376183267,8.230873251788536,9.169797619340947e-6,fe0215_god2,~siren+an,12,15441,93752,0.008125963611239961,0.00800957130912483,0.006520569345153104,0.006509971100746692,le5_panelsize10-moving,fe0215_god2~before1994 | an
maxmfg,0.03927297802006742,0.002891931117153195,13.58019137700886,9.055242151670723e-8,fe0215_god2,~siren+an,12,15441,93752,0.023804422051001084,0.023689869550921783,0.0222244040992009,0.022213973380234564,le5_panelsize10-moving,fe0215_god2~maxmfg | an
ln_emp_ma3,0.019695277944064657,8.73567867365587e-4,22.545790292698815,6.632272509936847e-10,fe0215_god2,~siren+an,12,15441,93752,0.24872877230160506,0.24861656690578715,0.24751280487330696,0.24748069430031538,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09108349860042372,0.004323464591177956,21.067247500136787,1.290225922625804e-9,fe0215_god2,~siren+an,12,15441,93752,0.24872877230160506,0.24861656690578715,0.24751280487330696,0.24748069430031538,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.0026150924911663253,0.002555223045001174,1.0234302231589039,0.3302245390587425,fe0215_god2,~siren+an,12,15441,93752,0.24872877230160506,0.24861656690578715,0.24751280487330696,0.24748069430031538,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.027755202972978576,0.00288241820934738,9.629138090708476,2.2450554161089936e-6,fe0215_god2,~siren+an,12,15441,93752,0.24872877230160506,0.24861656690578715,0.24751280487330696,0.24748069430031538,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.023991987055437383,9.201025852355676e-4,26.075339250671576,1.5839299675634457e-10,fe0215_god2,~siren+an,12,15441,93752,0.1389800047921249,0.1388514079740818,0.1375864038785194,0.13754960246195513,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.0030001710104148403,0.005485768358623338,0.5469007829502552,0.5964389327136501,fe0215_god2,~siren+an,12,15441,93752,0.1389800047921249,0.1388514079740818,0.1375864038785194,0.13754960246195513,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.0010877040396705673,0.0026940457476133045,0.4037437154265775,0.6948997222169735,fe0215_god2,~siren+an,12,15441,93752,0.1389800047921249,0.1388514079740818,0.1375864038785194,0.13754960246195513,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.02522631237813017,0.0029449064177906894,8.566082856057378,6.438301657631818e-6,fe0215_god2,~siren+an,12,15441,93752,0.1389800047921249,0.1388514079740818,0.1375864038785194,0.13754960246195513,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.024244074057619892,9.069794121138943e-4,26.730567126230902,1.2398002956463104e-10,fe0215_god2,~siren+an,12,15441,93752,0.142620878769793,0.1424928257310012,0.14123317078008002,0.1411965249804824,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.052066843872214844,0.010217659420284164,5.095770149556111,4.669011579424871e-4,fe0215_god2,~siren+an,12,15441,93752,0.142620878769793,0.1424928257310012,0.14123317078008002,0.1411965249804824,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.0010223828188130062,0.0026987815583007914,0.37883126022867875,0.7127322658357087,fe0215_god2,~siren+an,12,15441,93752,0.142620878769793,0.1424928257310012,0.14123317078008002,0.1411965249804824,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.027060669298357706,0.0027866579896621674,9.710796731693051,2.0787609751478927e-6,fe0215_god2,~siren+an,12,15441,93752,0.142620878769793,0.1424928257310012,0.14123317078008002,0.1411965249804824,le5_panelsize10-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02309687144900725,8.953046115920085e-4,25.797780051570342,1.7603057921768575e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.11401348806595135,0.11390952122542142,0.1133718139096469,0.11336235553343521,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3 | an
ln_emp_ma3,-0.06922912033225109,0.004046148081813295,-17.109883012790235,9.81201279494668e-9,fe0215_mlo_le,~siren+an,12,15441,93752,0.23876874663060443,0.23867129759615313,0.23821742624854592,0.23820117297992238,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.08725160603606119,0.0038071501754455925,22.9178261994483,5.6470310914944e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.23876874663060443,0.23867129759615313,0.23821742624854592,0.23820117297992238,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.01802248570380665,8.25461484597867e-4,21.83322425102185,9.090580115017691e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.23876874663060388,0.23867129759615258,0.23821742624854514,0.2382011729799216,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.0872516060360959,0.0038071501754469734,22.917826199449102,5.64703109149245e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.23876874663060388,0.23867129759615258,0.23821742624854514,0.2382011729799216,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.018982275396475297,8.490749657188933e-4,22.356418647207924,7.205120556597114e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.2274842582613853,0.22738536464292491,0.22692476510868487,0.22690827090168697,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09067278868834466,0.004145790874416955,21.871047391192025,8.937497102736554e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.2274842582613853,0.22738536464292491,0.22692476510868487,0.22690827090168697,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.023047702668388216,9.006916375552429e-4,25.588893809369484,1.9072748780517464e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.11464365904987384,0.11453032013980013,0.11400244129378423,0.1139835377945213,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.011596314410301248,0.004939537235387845,2.3476519879682054,0.04080370124916017,fe0215_mlo_le,~siren+an,12,15441,93752,0.11464365904987384,0.11453032013980013,0.11400244129378423,0.1139835377945213,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.023382681984989974,8.862659964273112e-4,26.38336806246605,1.4105980140588753e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.11730527917349864,0.11719228099077938,0.11666598909105241,0.11664714242081031,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.048036606479325686,0.010035370039526124,4.78672996512583,7.382149081559308e-4,fe0215_mlo_le,~siren+an,12,15441,93752,0.11730527917349864,0.11719228099077938,0.11666598909105241,0.11664714242081031,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.02332671378323061,0.002781467501520131,8.38647719970917,7.770940916255607e-6,fe0215_mlo_le,~siren+an,12,15441,93752,0.0074039775751661985,0.007287500550985815,0.006685091670402099,0.006674495181087758,le5_panelsize10-moving,fe0215_mlo_le~before1994 | an
maxmfg,0.03303102099982459,0.0026154626552988935,12.629131191341681,1.8041665183133486e-7,fe0215_mlo_le,~siren+an,12,15441,93752,0.01707860826252061,0.016963266516103803,0.016366729191833684,0.01635623598433633,le5_panelsize10-moving,fe0215_mlo_le~maxmfg | an
ln_emp_ma3,0.017833746772592,8.304115165730158e-4,21.475794129384436,1.0688221138786666e-9,fe0215_mlo_le,~siren+an,12,15441,93752,0.2352136441290531,0.23509942019419072,0.23465974897032726,0.23462708992422898,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09133405988767866,0.004137995016707684,22.072056519861846,8.170019308377851e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.2352136441290531,0.23509942019419072,0.23465974897032726,0.23462708992422898,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.004451884959728955,0.0025465489266015507,1.7482031910810898,0.11100307548973554,fe0215_mlo_le,~siren+an,12,15441,93752,0.2352136441290531,0.23509942019419072,0.23465974897032726,0.23462708992422898,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.02244480622255511,0.00256510774133502,8.75004424214697,5.326776254605029e-6,fe0215_mlo_le,~siren+an,12,15441,93752,0.2352136441290531,0.23509942019419072,0.23465974897032726,0.23462708992422898,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02214177678370447,8.817319699285577e-4,25.111686474857557,2.2962592180080084e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.12029089092620504,0.12015950281343168,0.119653763167763,0.11961619651908295,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.004830109001042393,0.005176016580916057,0.9331710835028961,0.3727150453129504,fe0215_mlo_le,~siren+an,12,15441,93752,0.12029089092620504,0.12015950281343168,0.119653763167763,0.11961619651908295,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.0029380841928012495,0.00269216716999232,1.0913453761527117,0.30071712661122957,fe0215_mlo_le,~siren+an,12,15441,93752,0.12029089092620504,0.12015950281343168,0.119653763167763,0.11961619651908295,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.01970725085739615,0.0026560453456771914,7.419771989010053,2.262707224675893e-5,fe0215_mlo_le,~siren+an,12,15441,93752,0.12029089092620504,0.12015950281343168,0.119653763167763,0.11961619651908295,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02240616364572616,8.710842026292373e-4,25.722155881252935,1.8120253752387526e-10,fe0215_mlo_le,~siren+an,12,15441,93752,0.12438861783799438,0.12425784173730559,0.12375445785098416,0.12371706618954215,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.05451175283492935,0.009745199333532064,5.5937032141929555,2.2968862319804132e-4,fe0215_mlo_le,~siren+an,12,15441,93752,0.12438861783799438,0.12425784173730559,0.12375445785098416,0.12371706618954215,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.0028532014435778954,0.00269885506186418,1.0571895778675509,0.31529495545555225,fe0215_mlo_le,~siren+an,12,15441,93752,0.12438861783799438,0.12425784173730559,0.12375445785098416,0.12371706618954215,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.02181476676231614,0.0025475895914139355,8.562904651454769,6.45959706784438e-6,fe0215_mlo_le,~siren+an,12,15441,93752,0.12438861783799438,0.12425784173730559,0.12375445785098416,0.12371706618954215,le5_panelsize10-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.024364285923805816,9.203987727272763e-4,26.471445470978704,1.364948891488018e-10,fe0215_mlo,~siren+an,12,15441,93752,0.12474721682959089,0.12464450954758877,0.12355350793425435,0.1235441581743646,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3 | an
ln_emp_ma3,-0.06853728087418876,0.004215250042700469,-16.259363069783838,1.607475210683506e-8,fe0215_mlo,~siren+an,12,15441,93752,0.24837851100736108,0.24828229216709286,0.24735341600099436,0.24733735765635667,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.08779554651951094,0.003947069879601346,22.243220717535987,7.573356624668997e-10,fe0215_mlo,~siren+an,12,15441,93752,0.24837851100736108,0.24828229216709286,0.24735341600099436,0.24733735765635667,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.019258265645318476,8.530639174221567e-4,22.575407600774323,6.547292099411509e-10,fe0215_mlo,~siren+an,12,15441,93752,0.24837851100735675,0.24828229216708841,0.24735341600099003,0.24733735765635234,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.08779554651954873,0.003947069879602767,22.243220717537557,7.573356624663743e-10,fe0215_mlo,~siren+an,12,15441,93752,0.24837851100735675,0.24828229216708841,0.24735341600099003,0.24733735765635234,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.020267510259430202,8.79628243377313e-4,23.04099534322994,5.35721048218604e-10,fe0215_mlo,~siren+an,12,15441,93752,0.2348467302564874,0.23474877914502978,0.2338031800022624,0.23378683255200172,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09028008323949513,0.004321136482177272,20.89267108591907,1.3998063401657542e-9,fe0215_mlo,~siren+an,12,15441,93752,0.2348467302564874,0.23474877914502978,0.2338031800022624,0.23378683255200172,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.024315378946058775,9.262875714389018e-4,26.250356472220705,1.482747272329556e-10,fe0215_mlo,~siren+an,12,15441,93752,0.12535744551575656,0.12524547813127607,0.12416456887759741,0.12414588219582956,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.011534568961687072,0.005119162245876528,2.253214179913547,0.047917475766259786,fe0215_mlo,~siren+an,12,15441,93752,0.12535744551575656,0.12524547813127607,0.12416456887759741,0.12414588219582956,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.024639703319926935,9.089150300650178e-4,27.10891833108357,1.0791290172351652e-10,fe0215_mlo,~siren+an,12,15441,93752,0.12773899904410924,0.1276273365342524,0.126549370475178,0.12653073467514753,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.04628981583740669,0.010458874622775179,4.4258887793344694,0.0012823070468889288,fe0215_mlo,~siren+an,12,15441,93752,0.12773899904410924,0.1276273365342524,0.126549370475178,0.12653073467514753,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.023446783460941305,0.002827149028577415,8.293437390083191,8.57692437907624e-6,fe0215_mlo,~siren+an,12,15441,93752,0.007967762673275702,0.007851351806936968,0.006614784734870316,0.006604187495535374,le5_panelsize10-moving,fe0215_mlo~before1994 | an
maxmfg,0.03707545842223633,0.0027981187778507253,13.25013745510636,1.144443618259004e-7,fe0215_mlo,~siren+an,12,15441,93752,0.021529297348418797,0.021414477871896875,0.02019481523760458,0.0201843628673809,le5_panelsize10-moving,fe0215_mlo~maxmfg | an
ln_emp_ma3,0.01903519616366912,8.536654671790862e-4,22.298191616641585,7.392016710875048e-10,fe0215_mlo,~siren+an,12,15441,93752,0.24467304382085286,0.24456023268558602,0.2436428951325934,0.24361061942055373,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.0910136533568241,0.004296984961179822,21.180817289114856,1.224012547488919e-9,fe0215_mlo,~siren+an,12,15441,93752,0.24467304382085286,0.24456023268558602,0.2436428951325934,0.24361061942055373,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.0032726887651281793,0.0025455482887995146,1.2856518100749075,0.22753808409979848,fe0215_mlo,~siren+an,12,15441,93752,0.24467304382085286,0.24456023268558602,0.2436428951325934,0.24361061942055373,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.025887816381754913,0.0027874508949551893,9.287272621952711,3.1169127808875884e-6,fe0215_mlo,~siren+an,12,15441,93752,0.24467304382085286,0.24456023268558602,0.2436428951325934,0.24361061942055373,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02332846841995206,9.004632829201087e-4,25.90718451539775,1.688331387819091e-10,fe0215_mlo,~siren+an,12,15441,93752,0.13293263751681594,0.13280313750001616,0.13175009226434276,0.13171304179728127,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.003516456277862191,0.005419281299763271,0.6488787134957913,0.5310354574785909,fe0215_mlo,~siren+an,12,15441,93752,0.13293263751681594,0.13280313750001616,0.13175009226434276,0.13171304179728127,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.0017515357231979284,0.0026875459448793635,0.6517230808779904,0.5292728684449668,fe0215_mlo,~siren+an,12,15441,93752,0.13293263751681594,0.13280313750001616,0.13175009226434276,0.13171304179728127,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.02330344401634904,0.002857222846100836,8.155977069884672,9.938773339055583e-6,fe0215_mlo,~siren+an,12,15441,93752,0.13293263751681594,0.13280313750001616,0.13175009226434276,0.13171304179728127,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.023588925435638806,8.88297130122164e-4,26.55521968465069,1.323032257597066e-10,fe0215_mlo,~siren+an,12,15441,93752,0.1368807556031313,0.13675184525373296,0.13570359497070172,0.13566671320981638,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.053771966464510663,0.010047830076936727,5.351599902941838,3.2286724363854755e-4,fe0215_mlo,~siren+an,12,15441,93752,0.1368807556031313,0.13675184525373296,0.13570359497070172,0.13566671320981638,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
