an,annai,tenure,n_individuals,n_eqtp
2005,1960,3,3285,2475.8357142857144
2004,1972,5,3289,2797.7313186813185
2013,1954,2,3295,1956.6038461538462
2013,1978,6,3295,2770.829120879121
2017,1986,7,3295,2798.4142857142856
2000,1948,6,3296,3076.3884615384613
1998,1962,3,3298,2687.208241758242
2002,1950,2,3305,2284.285714285714
2012,1968,7,3306,2901.651098901099
2014,1984,8,3307,2924.064835164835
2009,1956,4,3308,2570.829120879121
2010,1960,5,3313,2722.228021978022
2012,1964,6,3313,2793.220879120879
2006,1968,4,3315,2741.130769230769
2000,1948,2,3316,2520.003846153846
2004,1974,5,3320,2831.932967032967
2012,1968,4,3320,2583.415934065934
2011,1966,7,3322,2912.292857142857
2016,1970,5,3325,2753.7344436813187
2018,1968,4,3325,2460.5395604395603
2018,1988,6,3326,2709.304945054945
2016,1976,5,3329,2745.321835293613
2001,1958,7,3330,3136.4203296703295
2013,1972,6,3331,2881.0703296703296
2015,1984,6,3331,2722.4076923076923
2016,1958,2,3333,1856.652771935096
2016,1968,5,3333,2746.903114268544
2013,1982,8,3334,2950.5120879120877
2011,1970,7,3336,2906.2384615384617
2014,1982,7,3337,2867.3142857142857
2001,1958,3,3340,2675.1445054945057
2001,1948,2,3341,2320.7384615384617
1999,1946,5,3345,3161.6725274725277
1999,1960,3,3347,2731.5071428571428
2005,1972,10,3349,3084.0362637362637
2007,1978,5,3355,2758.851098901099
2016,1968,4,3355,2538.086369441106
2009,1952,2,3362,2042.2318681318682
2010,1962,6,3362,2957.6758241758243
2004,1976,5,3366,2876.837912087912
2008,1960,5,3369,2881.6313186813186
2010,1978,10,3369,3096.8884615384613
2001,1964,7,3377,3112.5346153846153
2018,1970,4,3380,2575.0604395604396
2012,1966,5,3381,2820.49010989011
2008,1954,4,3383,2766.832967032967
2012,1966,6,3383,2872.0818681318683
2004,1968,4,3387,2819.5615384615385
2005,1948,2,3389,2294.907142857143
2010,1956,3,3389,2499.0895604395605
2012,1976,6,3393,2861.4219780219782
2016,1962,3,3394,2384.3089629120877
2018,1960,3,3395,2355.201648351648
2000,1950,6,3396,3165.617032967033
2012,1972,7,3399,2987.2582417582416
2019,1990,6,3399,2779.268131868132
2009,1958,5,3404,2869.536813186813
1999,1950,2,3409,2477.1203296703297
2008,1956,4,3411,2782.6098901098903
2018,1976,4,3412,2543.5373626373625
2000,1952,6,3413,3203.8241758241757
2012,1964,5,3415,2816.7368131868134
2011,1974,7,3420,2999.7862637362637
2008,1952,3,3423,2461.863186813187
2017,1980,5,3425,2743.598901098901
2015,1972,5,3428,2840.0082417582416
2007,1954,4,3433,2921.193956043956
2014,1984,7,3433,2908.792857142857
2002,1958,3,3435,2656.3774725274725
2014,1964,4,3441,2585.6604395604395
2000,1956,6,3444,3225.65
2011,1960,3,3444,2415.551098901099
2001,1960,3,3446,2682.670879120879
2018,1990,6,3449,2785.81978021978
2013,1968,4,3450,2641.6956043956043
2012,1956,2,3455,2022.3247252747253
2015,1958,2,3456,2071.717032967033
2017,1982,6,3456,2878.3846153846152
2012,1968,6,3457,2956.5576923076924
2014,1982,8,3459,3045.3967032967034
2019,1982,5,3459,2732.298351648352
2016,1982,6,3461,2942.881458190247
2009,1972,6,3462,3052.0714285714284
2017,1980,6,3463,2905.463186813187
2008,1948,1,3464,910.9950549450549
2001,1970,4,3469,2777.618131868132
2009,1984,5,3471,2621.2428571428572
2019,1980,5,3473,2735.6604395604395
2018,1988,10,3477,3060.848901098901
2017,1982,5,3479,2776.5197802197804
2011,1960,4,3480,2755.274175824176
2015,1974,5,3481,2836.9
2015,1978,5,3482,2836.1554945054945
2017,1984,6,3483,2892.2554945054944
2016,1980,6,3484,2957.309526850103
2009,1954,3,3485,2548.597802197802
2012,1970,4,3487,2702.097802197802
2002,1968,4,3488,2822.980769230769
2017,1968,4,3488,2650.6071428571427
2008,1962,5,3493,3035.0785714285716
2003,1968,4,3495,2871.7901098901098
2019,1984,5,3495,2730.6043956043954
2011,1962,5,3499,2853.5373626373625
2012,1968,5,3503,2925.570879120879
2018,1956,1,3505,764.3505494505495
1997,1950,2,3507,2535.631868131868
2003,1962,3,3508,2740.804945054945
2012,1970,6,3509,3016.1263736263736
2016,1974,5,3513,2869.4796644273697
2008,1976,5,3518,2942.451648351648
2015,1962,4,3518,2809.2368131868134
2010,1958,4,3520,2736.630769230769
1998,1950,2,3530,2582.106593406593
1999,1970,4,3534,3019.6681318681317
2004,1952,2,3534,2423.3241758241757
2013,1980,5,3537,2845.4032967032967
2011,1972,7,3547,3163.678021978022
2009,1950,1,3548,946.0895604395604
2016,1970,4,3552,2699.0924225188874
2007,1956,4,3554,3000.602747252747
2000,1970,4,3560,2885.774175824176
2007,1980,5,3566,2908.0285714285715
2000,1954,6,3567,3372.158791208791
2011,1964,6,3567,3038.1725274725277
2009,1976,10,3568,3315.3395604395605
2018,1992,5,3568,2710.5016483516483
2012,1986,6,3580,2905.426373626374
2013,1986,6,3584,2973.115934065934
2017,1970,4,3585,2723.528021978022
2012,1976,4,3588,2780.918681318681
2016,1976,4,3589,2722.8633960765796
2016,1978,5,3593,2966.7843111478364
2002,1976,4,3594,2759.862087912088
2009,1980,6,3595,3104.5637362637362
2010,1976,6,3597,3077.2054945054947
2002,1970,9,3599,3227.432967032967
2014,1958,2,3602,2011.573076923077
2014,1966,4,3603,2761.9307692307693
1999,1952,2,3604,2560.803296703297
2004,1970,4,3604,2997.918681318681
2012,1962,3,3604,2540.446703296703
2002,1970,4,3609,2927.982967032967
2006,1970,4,3609,2962.104945054945
2008,1982,5,3613,2903.0373626373625
2018,1980,5,3616,2894.704395604396
2010,1976,9,3618,3344.046703296703
2009,1958,4,3623,2837.989010989011
2009,1950,8,3629,3065.586263736264
2012,1974,6,3630,3106.118131868132
2013,1980,7,3633,3175.3593406593404
2013,1982,5,3633,2934.517032967033
2014,1954,1,3639,953.4527472527473
2010,1956,2,3648,2202.196703296703
2017,1976,4,3652,2770.181868131868
2017,1984,5,3657,2912.2824175824176
2011,1966,6,3658,3152.447802197802
2000,1960,6,3660,3446.3373626373627
2013,1962,3,3662,2573.554945054945
2009,1960,5,3663,3059.1576923076923
2000,1962,3,3665,2865.2428571428572
2001,1950,2,3668,2500.5412087912086
1997,1952,2,3672,2649.1736263736266
2014,1968,4,3674,2816.613186813187
1997,1954,2,3675,2681.6664835164834
2000,1950,2,3675,2678.636813186813
2016,1972,5,3675,3050.74268919557
2016,1984,6,3677,3106.074818638393
1997,1956,2,3678,2644.117032967033
2009,1978,8,3689,3314.8324175824177
2000,1974,4,3692,2853.145054945055
2012,1972,6,3692,3155.5565934065935
2013,1970,4,3694,2836.0362637362637
2011,1976,6,3695,3156.887912087912
2016,1972,4,3696,2845.6955797132555
2008,1966,5,3699,3192.704395604396
1998,1964,3,3701,2982.9076923076923
1999,1962,3,3701,2992.5285714285715
2012,1972,4,3704,2838.8445054945055
2002,1952,2,3705,2552.7521978021978
2010,1964,6,3719,3238.321978021978
2016,1988,6,3721,3138.675276334993
2006,1952,3,3722,3030.174175824176
2008,1964,5,3725,3251.5478021978024
2011,1980,7,3725,3168.55
2018,1982,5,3726,2997.356043956044
2010,1968,6,3731,3242.8225274725273
2000,1970,6,3732,3348.3093406593407
2018,1984,5,3733,2949.2417582417584
2003,1978,4,3735,2828.9967032967033
2014,1980,5,3737,3042.5923076923077
2000,1968,6,3738,3417.876923076923
2008,1980,7,3739,3242.81978021978
2010,1978,6,3739,3190.7357142857145
2002,1960,3,3740,2896.1873626373626
2012,1974,4,3740,2900.395054945055
1999,1948,5,3741,3512.2054945054947
2010,1950,1,3744,887.2972527472527
2018,1972,4,3744,2758.160989010989
2017,1964,3,3748,2600.9653846153847
2012,1980,7,3758,3248.3434065934066
2011,1962,4,3761,3008.5637362637362
2010,1966,6,3763,3277.4840659340657
2017,1986,6,3765,3092.9445054945054
2006,1946,10,3766,2996.1934065934065
2018,1978,4,3769,2861.1445054945057
2010,1962,5,3770,3151.931868131868
2005,1962,3,3773,2864.7346153846156
2017,1972,4,3781,2941.9521978021976
2018,1974,4,3785,2901.368131868132
2011,1950,10,3786,2998.6813186813188
2015,1964,3,3786,2600.7137362637363
2015,1990,5,3787,2856.2104395604397
2006,1946,1,3793,1298.6950549450548
1998,1952,2,3795,2770.912087912088
2015,1966,4,3795,3026.1153846153848
2006,1976,4,3796,3047.3395604395605
2000,1958,6,3803,3608.152197802198
2003,1970,4,3803,3086.037912087912
2008,1978,5,3804,3204.4269230769232
2015,1964,4,3805,2985.8697802197803
2017,1956,1,3805,869.0923076923077
2014,1952,10,3808,3041.393956043956
2011,1974,6,3809,3256.2478021978022
2017,1974,4,3810,2960.97967032967
2013,1984,5,3813,3131.0362637362637
2016,1974,4,3814,2930.618899167239
2019,1964,4,3814,2839.4895604395606
2012,1978,6,3816,3233.865934065934
2010,1970,6,3817,3291.652197802198
2014,1958,3,3818,2903.458241758242
2013,1984,7,3819,3336.541758241758
2017,1954,10,3821,2918.5615384615385
2019,1988,5,3822,2995.0274725274726
2013,1976,4,3823,2953.945054945055
2015,1986,6,3823,3169.6082417582415
2009,1962,5,3829,3248.212087912088
2019,1966,4,3829,2918.84010989011
1999,1950,5,3832,3635.2653846153844
2000,1962,6,3835,3597.58021978022
2012,1976,5,3840,3153.6631868131867
2008,1954,3,3842,2844.0258241758243
2008,1974,5,3842,3265.2434065934067
2011,1962,3,3842,2683.175274725275
2019,1960,2,3845,2132.2065934065936
2017,1988,6,3847,3178.874175824176
1999,1972,6,3848,3450.9576923076925
1998,1946,4,3850,3597.2758241758243
2016,1978,4,3851,2903.7272879464285
2010,1958,3,3852,2852.0741758241757
2008,1970,5,3854,3303.096153846154
2012,1970,5,3854,3209.6983516483515
2007,1948,6,3855,3076.6082417582415
2010,1960,4,3856,3007.9175824175823
2000,1966,6,3858,3558.4906593406595
2008,1968,5,3859,3312.2521978021978
2011,1978,6,3859,3245.8164835164835
2014,1982,5,3860,3140.4703296703296
2010,1982,6,3862,3327.8274725274723
2011,1956,2,3863,2189.0516483516485
2017,1978,4,3865,2948.263736263736
2017,1966,3,3869,2635.7054945054947
2006,1972,4,3871,3147.03021978022
2012,1978,4,3871,2962.8626373626375
2014,1960,3,3872,2904.1862637362638
2001,1962,3,3873,3015.3406593406594
2012,1952,1,3875,1268.295054945055
2004,1954,2,3876,2681.335164835165
2013,1980,6,3878,3282.4093406593406
2006,1974,4,3882,3110.839010989011
2019,1986,5,3884,3061.0780219780218
2011,1968,6,3888,3336.528021978022
2009,1956,3,3893,2789.821978021978
1999,1972,5,3907,3454.7021978021976
1999,1952,5,3909,3709.260989010989
1999,1956,5,3919,3744.9906593406595
2014,1970,4,3920,3055.6813186813188
2015,1968,4,3924,3142.9967032967033
2011,1970,6,3930,3352.69010989011
2004,1972,4,3931,3250.541758241758
2013,1974,4,3931,3036.946703296703
2012,1982,7,3934,3392.8604395604398
1999,1954,2,3938,2786.7065934065936
2010,1952,9,3941,3383.297252747253
1998,1966,3,3942,3208.5664835164835
2019,1964,3,3945,2619.8087912087913
2008,1958,4,3955,3269.514835164835
2013,1972,4,3960,3065.9763736263735
2007,1958,4,3964,3361.932967032967
2017,1986,5,3964,3150.0994505494505
2007,1950,2,3966,2453.8307692307694
2012,1974,5,3969,3296.4868131868134
2000,1952,2,3975,2889.1527472527473
2015,1970,4,3983,3129.875824175824
2014,1988,5,3984,3079.4714285714285
2010,1974,6,3986,3437.5527472527474
2013,1986,5,3986,3196.3280219780218
2004,1974,4,3990,3259.925274725275
2016,1960,2,3992,2285.9264369419643
1999,1972,4,3993,3364.557142857143
2009,1960,4,3993,3122.9274725274727
2003,1964,3,4001,3139.7417582417584
2013,1982,7,4004,3504.7824175824176
2013,1982,6,4018,3402.5576923076924
2016,1964,3,4018,2876.3144917582417
1998,1956,2,4020,2866.1252747252747
2007,1948,1,4022,1299.543956043956
2012,1972,5,4022,3383.6505494505495
2018,1960,2,4022,2240.7725274725276
2018,1986,5,4022,3127.4802197802196
2011,1972,6,4025,3493.9549450549453
2014,1976,4,4025,3106.1148351648353
2011,1984,6,4029,3371.346153846154
2014,1960,2,4033,2322.5725274725273
2009,1976,8,4035,3690.7989010989013
2000,1964,6,4036,3742.2467032967033
2006,1972,10,4041,3798.732967032967
2007,1952,3,4041,3058.1247252747253
1999,1964,3,4042,3220.7263736263735
2011,1964,5,4045,3305.142307692308
1998,1954,2,4047,2886.892307692308
2004,1978,4,4047,3225.7005494505493
2004,1956,2,4050,2770.9945054945056
2019,1992,5,4050,3173.898901098901
2015,1976,4,4058,3190.057142857143
2016,1986,6,4058,3422.9293301425137
2018,1962,3,4059,2902.9131868131867
2002,1972,4,4062,3297.5527472527474
2016,1986,10,4069,3705.5920485276442
2013,1978,4,4076,3169.856593406593
2006,1954,3,4087,3337.128021978022
2016,1966,3,4090,2916.727574476305
2012,1978,5,4091,3384.786813186813
2019,1968,4,4091,3129.7357142857145
2017,1958,2,4094,2499.58021978022
2005,1964,3,4096,3136.8483516483516
2008,1956,3,4098,3051.941758241758
2010,1972,6,4108,3607.1554945054945
2003,1966,3,4109,3222.0208791208793
2016,1990,5,4109,3137.4591458834134
2004,1976,4,4112,3348.1895604395604
2011,1966,5,4117,3409.468131868132
1999,1954,5,4118,3913.967032967033
2000,1964,3,4120,3216.502747252747
2007,1960,4,4122,3458.4406593406593
2001,1952,2,4127,2820.8516483516482
2011,1952,1,4131,1087.0802197802197
2001,1972,4,4135,3297.4274725274727
2016,1980,5,4136,3442.1430706988326
2002,1954,2,4138,2816.8104395604396
2008,1972,5,4141,3518.9093406593406
2013,1984,6,4141,3524.062087912088
2003,1968,10,4142,3809.8104395604396
2015,1966,3,4142,2944.692857142857
2013,1956,2,4144,2627.881868131868
1999,1966,3,4154,3363.2445054945056
2002,1962,3,4157,3188.8835164835164
2001,1964,3,4158,3219.3126373626374
2013,1982,10,4163,3785.1153846153848
1999,1956,2,4164,2925.012637362637
2009,1954,2,4179,2701.6175824175825
2010,1964,5,4188,3459.814835164835
2007,1954,3,4198,3279.503846153846
1998,1968,3,4208,3399.8357142857144
2008,1974,10,4208,3924.6769230769232
2010,1962,4,4209,3318.8335164835166
2000,1954,2,4219,3024.756043956044
2001,1974,4,4229,3327.4032967032967
2006,1956,3,4238,3476.521978021978
2014,1962,3,4240,3178.3554945054943
2012,1958,2,4242,2525.6923076923076
2015,1982,5,4244,3453.4895604395606
2011,1968,5,4245,3506.115934065934
2018,1988,5,4245,3293.641208791209
2002,1956,2,4247,2855.1384615384613
2014,1984,5,4253,3339.1714285714284
2016,1982,5,4255,3481.660304880666
1999,1960,5,4257,4074.6494505494506
2005,1946,4,4257,3187.7642857142855
2015,1980,5,4257,3434.9115384615384
2009,1964,5,4258,3601.6675824175823
2004,1970,10,4260,3932.9461538461537
2011,1964,4,4264,3378.408791208791
2001,1970,8,4267,3794.282967032967
2001,1946,1,4269,1872.8313186813186
2010,1966,5,4271,3588.5258241758243
2000,1972,4,4272,3416.775274725275
2014,1972,4,4272,3378.954395604396
2007,1962,4,4278,3607.070879120879
2011,1966,4,4278,3412.642307692308
2011,1976,5,4278,3468.0752747252745
2015,1974,4,4282,3370.268131868132
2005,1966,3,4283,3295.7785714285715
2007,1956,3,4283,3319.1527472527473
2015,1968,3,4283,2992.728021978022
2019,1956,10,4292,3152.848901098901
1997,1958,2,4295,3112.2873626373625
2011,1964,3,4297,3009.05989010989
2012,1966,3,4297,3087.185164835165
2012,1964,3,4298,2989.992307692308
2000,1956,2,4299,3049.446703296703
2008,1960,4,4304,3520.929120879121
2002,1974,4,4308,3480.3598901098903
2003,1972,4,4308,3507.7065934065936
2019,1976,4,4309,3344.823626373626
2009,1976,5,4312,3579.269230769231
1998,1948,4,4315,4038.198901098901
2019,1966,3,4315,2934.673076923077
2009,1966,5,4317,3660.3104395604396
2016,1984,5,4317,3523.9105270218065
2009,1958,3,4319,3137.0032967032967
2008,1952,2,4320,2656.869230769231
2019,1990,5,4330,3458.1956043956043
2011,1970,5,4335,3593.8038461538463
2009,1968,5,4337,3657.3043956043957
2012,1980,6,4343,3698.0131868131866
2000,1966,3,4345,3407.154945054945
2005,1946,1,4356,1851.021978021978
2015,1956,1,4357,1139.8505494505494
2010,1958,2,4361,2714.141208791209
2017,1968,3,4361,3003.7214285714285
2014,1974,4,4363,3364.6093406593404
1999,1958,5,4367,4204.418681318682
2010,1960,3,4376,3265.2417582417584
2008,1978,7,4382,3820.056043956044
2005,1950,2,4383,3184.562087912088
2006,1950,2,4384,3041.0043956043955
2013,1954,1,4386,1173.4247252747252
2011,1966,3,4388,3152.05989010989
2008,1950,7,4396,3721.057142857143
2003,1974,4,4398,3568.113186813187
2015,1972,4,4400,3506.721978021978
2014,1978,4,4402,3452.687912087912
2015,1978,4,4403,3449.8703296703297
2017,1988,5,4407,3483.056043956044
2003,1976,4,4409,3595.823626373626
2019,1988,10,4410,3912.564835164835
2001,1966,3,4422,3462.1675824175823
2016,1980,4,4426,3392.916148158482
2015,1960,2,4433,2700.448901098901
2009,1970,5,4441,3740.2994505494507
2006,1978,4,4446,3533.906043956044
2005,1968,3,4448,3404.5021978021978
2013,1964,3,4453,3153.1082417582415
2011,1968,4,4457,3524.9296703296704
2011,1958,2,4461,2568.039010989011
2010,1980,6,4467,3827.5527472527474
1998,1950,4,4468,4175.603296703297
2009,1962,4,4469,3578.9456043956043
2019,1970,4,4477,3402.2620879120877
2001,1954,2,4492,3018.2554945054944
1998,1958,2,4500,3261.4868131868134
2010,1976,5,4503,3774.934065934066
2008,1948,10,4507,3639.351098901099
2017,1970,3,4518,3210.4741758241757
2018,1990,5,4518,3547.2456043956045
2018,1980,4,4519,3417.697802197802
2011,1980,10,4521,4119.05
2016,1968,3,4524,3216.739821750515
2008,1962,4,4532,3720.7263736263735
2003,1968,3,4534,3517.1214285714286
2010,1968,5,4535,3799.760989010989
1999,1962,5,4544,4297.331318681318
2017,1990,5,4544,3617.5434065934064
2005,1946,10,4548,3612.202747252747
2010,1976,10,4549,4227.804395604396
2000,1968,3,4550,3483.0307692307692
2018,1982,4,4552,3469.536813186813
2009,1978,5,4554,3738.4423076923076
2011,1972,5,4554,3799.2686813186815
2010,1974,9,4557,4228.186813186813
1998,1952,4,4561,4276.058791208791
2016,1982,4,4562,3474.183748282967
1999,1968,3,4579,3629.6653846153845
2008,1980,5,4581,3767.7521978021978
2019,1958,1,4583,1022.0543956043956
2007,1980,6,4587,3944.8917582417585
2008,1958,3,4593,3439.967032967033
2011,1974,5,4593,3818.5934065934066
1998,1956,4,4597,4311.591208791208
2012,1980,4,4607,3514.034065934066
2012,1986,5,4608,3645.8686813186814
2010,1970,5,4611,3863.182967032967
2010,1974,5,4613,3848.5554945054946
2007,1966,4,4620,3862.748901098901
2009,1952,8,4621,4062.68021978022
2013,1966,3,4621,3335.3357142857144
2016,1962,2,4621,2676.3292410714284
1997,1960,2,4623,3240.637912087912
2015,1970,3,4640,3263.345054945055
2012,1984,6,4641,3928.6719780219782
2007,1976,4,4647,3719.5071428571428
2012,1968,3,4651,3287.721978021978
2015,1984,5,4651,3739.448901098901
2010,1952,1,4652,1293.3763736263736
2014,1964,3,4653,3418.710989010989
2007,1964,4,4656,3890.8785714285714
2005,1970,10,4662,4318.445054945055
1997,1946,3,4666,4230.157692307693
1999,1968,5,4672,4316.256043956044
2017,1980,4,4672,3583.6774725274727
2011,1968,3,4673,3316.4956043956045
2010,1962,3,4679,3538.3175824175823
1999,1966,5,4681,4377.263186813187
1999,1970,5,4682,4303.836263736263
2019,1972,4,4686,3627.2571428571428
1999,1958,2,4690,3268.848901098901
2009,1956,2,4692,3071.0807692307694
2011,1980,6,4694,3956.8835164835164
2004,1958,2,4696,3227.893956043956
2009,1974,5,4698,3925.119230769231
2002,1964,3,4703,3606.970879120879
2019,1974,4,4708,3670.698901098901
2016,1986,5,4709,3824.9726498111263
2019,1978,4,4712,3644.6263736263736
2017,1976,3,4729,3295.7950549450547
2018,1984,4,4730,3535.3225274725273
2008,1950,1,4737,1486.1203296703297
2008,1976,7,4741,4193.262637362637
2010,1978,5,4747,3950.503846153846
2007,1952,2,4755,3150.8763736263736
2006,1958,3,4756,3880.1428571428573
2015,1976,3,4759,3314.2417582417584
2012,1982,6,4760,4053.993956043956
2016,1970,3,4763,3373.740478515625
2016,1956,1,4766,1590.152878176511
2014,1962,2,4769,2736.1252747252747
2001,1956,2,4772,3209.5796703296705
2015,1988,5,4774,3769.241208791209
2014,1966,3,4781,3524.119230769231
2018,1964,3,4782,3354.0104395604394
2006,1948,5,4783,3861.1631868131867
2009,1982,5,4793,3937.917032967033
2017,1982,4,4794,3712.0021978021978
2012,1982,4,4797,3647.0615384615385
2006,1980,4,4798,3730.74010989011
1999,1964,5,4802,4531.571428571428
2013,1968,3,4806,3434.8884615384613
1998,1954,4,4807,4517.318131868132
2007,1972,10,4807,4471.430769230769
2010,1972,5,4812,4064.096153846154
2017,1960,2,4812,2986.3285714285716
2001,1968,3,4825,3710.3324175824177
2019,1968,3,4828,3245.5626373626374
2007,1970,4,4829,3983.5274725274726
2007,1968,4,4834,4007.375824175824
2014,1956,1,4835,1413.5126373626374
2003,1970,3,4840,3757.3714285714286
2009,1972,5,4840,4121.737912087912
2015,1972,3,4844,3397.1456043956046
2015,1962,2,4846,2923.787912087912
2009,1960,3,4851,3535.2824175824176
2016,1984,4,4856,3708.8867316277474
2013,1980,4,4865,3753.842857142857
2014,1986,5,4868,3916.0923076923077
2011,1978,5,4873,4016.5175824175826
2015,1984,10,4883,4431.468681318681
1998,1946,1,4884,2282.8104395604396
2005,1952,2,4889,3580.24010989011
1998,1972,5,4891,4264.092307692307
2010,1964,4,4891,3857.1428571428573
2011,1982,6,4896,4126.630769230769
2011,1986,5,4898,3719.439010989011
2016,1988,5,4900,4002.6106407752404
2012,1980,5,4901,3981.3824175824175
2012,1960,2,4910,2907.2846153846153
2002,1966,3,4911,3732.186813186813
2011,1970,4,4913,3949.3532967032966
2005,1970,3,4917,3757.793956043956
2003,1966,10,4923,4573.5192307692305
2018,1962,2,4926,2815.9983516483517
2011,1970,3,4933,3477.037912087912
2009,1952,1,4937,1547.3593406593407
2008,1954,2,4957,3222.6456043956046
2017,1984,4,4957,3767.6675824175823
2016,1976,3,4961,3468.191028502747
2019,1962,2,4962,2895.8813186813186
2018,1966,3,4972,3508.535714285714
2003,1946,10,4973,4287.574175824176
2012,1970,3,4976,3522.4846153846156
2002,1958,2,4987,3361.3774725274725
2006,1960,3,4987,4031.317032967033
2010,1960,2,4989,3072.634065934066
2011,1976,4,4990,3903.8736263736264
2010,1966,4,4993,3985.4434065934065
2009,1964,4,5006,3979.0186813186815
2007,1974,4,5016,4053.2884615384614
2007,1958,3,5019,3911.2302197802196
2014,1968,3,5026,3714.182967032967
2010,1954,9,5035,4615.707142857143
2010,1972,9,5036,4700.907692307693
2000,1946,1,5038,2200.7774725274726
2010,1984,5,5038,4094.0362637362637
1999,1946,1,5044,2426.8983516483518
1998,1960,4,5046,4760.4807692307695
2007,1982,4,5048,3765.7192307692308
2013,1982,4,5048,3932.051098901099
2013,1958,2,5064,3370.0032967032967
2012,1982,5,5069,4150.986813186813
2017,1972,3,5071,3524.8862637362636
2009,1974,8,5077,4644.3489010989015
2008,1964,4,5083,4171.917032967033
2008,1960,3,5090,3816.2445054945056
2015,1974,3,5099,3601.096153846154
1998,1960,2,5100,3652.125824175824
2004,1960,2,5101,3401.329120879121
2006,1970,10,5102,4781.096153846154
2010,1950,10,5103,4255.116483516484
2016,1972,3,5103,3642.3077143071773
2002,1968,9,5109,4636.020329670329
2004,1946,1,5111,2474.624175824176
2009,1966,4,5111,4132.857142857143
1998,1958,4,5120,4859.113736263736
2000,1958,2,5128,3588.22967032967
2019,1970,3,5145,3524.8456043956044
2015,1986,5,5147,4144.334065934066
2017,1974,3,5148,3636.7098901098902
2007,1948,10,5150,4318.317582417582
2015,1980,4,5153,4012.3357142857144
2000,1970,3,5154,3982.4725274725274
2016,1974,3,5155,3667.1841839800823
2014,1970,3,5158,3773.209340659341
2007,1978,4,5159,4083.3054945054946
2013,1970,3,5163,3748.4274725274727
1998,1970,3,5164,4166.798901098901
2001,1970,3,5164,3959.306043956044
2011,1960,2,5171,2901.862087912088
1999,1960,2,5173,3543.9576923076925
2011,1972,4,5173,4144.15
1997,1962,2,5175,3681.7582417582416
1997,1948,3,5179,4720.61043956044
2009,1974,10,5181,4814.118681318681
2011,1974,4,5183,4095.769230769231
2015,1978,3,5185,3617.6934065934065
2008,1966,4,5187,4266.704945054945
2002,1968,3,5188,3955.8725274725275
1999,1970,3,5189,4107.048901098901
2010,1968,4,5192,4164.972527472528
1998,1972,4,5194,4500.900549450549
1996,1946,1,5206,2403.147252747253
2017,1978,3,5215,3668.304945054945
2012,1984,4,5216,3974.0780219780218
2010,1956,9,5226,4845.568681318681
2012,1976,3,5231,3687.3604395604398
2000,1970,7,5237,4709.525274725274
2007,1972,4,5254,4302.421978021978
2011,1976,3,5261,3671.119230769231
2013,1960,2,5262,3451.767032967033
2006,1962,3,5263,4250.757142857143
2007,1978,6,5267,4581.096703296704
2017,1992,4,5267,3689.5115384615383
2010,1970,9,5275,4948.317032967033
2012,1984,5,5280,4308.56043956044
2016,1978,3,5284,3743.610321514423
2008,1968,4,5286,4298.574175824176
2018,1986,4,5293,3992.8598901098903
2010,1970,4,5294,4257.195604395604
2018,1968,3,5294,3795.143956043956
2011,1972,3,5295,3742.9093406593406
2010,1958,9,5303,4941.675824175824
2000,1960,2,5304,3689.737362637363
2006,1952,2,5322,3697.178021978022
2009,1962,3,5335,3959.1725274725277
2012,1972,3,5338,3784.324725274725
2015,1982,4,5346,4173.7543956043955
2002,1960,2,5359,3618.635714285714
2014,1980,4,5363,4220.43956043956
2014,1976,3,5370,3901.806043956044
2005,1972,3,5371,4043.208241758242
2012,1974,3,5371,3864.1582417582417
2003,1946,1,5373,2735.117032967033
2007,1954,2,5376,3603.2203296703296
2019,1980,4,5376,4115.634615384615
2013,1956,1,5388,1460.6934065934065
2006,1948,1,5389,2091.5730769230768
2019,1982,4,5390,4118.123626373626
2005,1954,2,5396,3979.698901098901
2016,1986,4,5398,4125.8049466646635
1998,1962,4,5401,5057.746153846154
2018,1988,4,5403,3985.0307692307692
2017,1986,4,5406,4095.064835164835
2009,1968,4,5409,4380.891758241758
2009,1980,5,5423,4499.99010989011
1997,1950,3,5427,4919.664285714286
2013,1976,3,5429,3907.5807692307694
2003,1972,3,5433,4196.885164835165
2012,1980,10,5434,5017.417582417583
1997,1946,1,5438,2567.495054945055
2008,1970,4,5440,4410.247802197802
2019,1994,4,5447,3871.7324175824174
2010,1976,4,5455,4295.863186813187
2011,1974,3,5463,3805.692857142857
2010,1964,3,5466,4069.9824175824174
2011,1978,4,5481,4288.885164835165
2019,1976,3,5483,3747.0615384615385
2010,1966,3,5485,4138.047252747253
2005,1974,3,5501,4089.285714285714
2007,1960,3,5505,4238.141208791209
2017,1986,10,5506,4974.006593406593
2004,1968,10,5509,5140.639010989011
2001,1958,2,5516,3700.9521978021976
2008,1972,10,5519,5198.409340659341
2005,1976,3,5520,4044.2153846153847
2015,1984,4,5529,4269.439010989011
2019,1972,3,5538,3819.0346153846153
2001,1948,1,5539,2431.9384615384615
2008,1976,4,5547,4378.271978021978
2007,1950,6,5558,4679.3065934065935
2010,1960,9,5558,5198.486263736264
2006,1954,2,5559,3959.7285714285713
2014,1982,4,5559,4285.733516483517
2018,1958,1,5565,1372.2983516483516
2009,1958,2,5572,3571.4774725274724
1997,1952,3,5581,5035.665934065934
2009,1954,8,5585,5076.478571428572
2013,1988,4,5585,4009.407142857143
1997,1956,3,5598,5116.505494505494
2011,1980,5,5603,4575.517582417582
